"subject" "activity" "mean_of_fBodyAccJerk_mean_X" "mean_of_fBodyAccJerk_mean_Y" "mean_of_fBodyAccJerk_mean_Z" "mean_of_fBodyAccJerk_std_X" "mean_of_fBodyAccJerk_std_Y" "mean_of_fBodyAccJerk_std_Z" "mean_of_fBodyAccMag_mean" "mean_of_fBodyAccMag_std" "mean_of_fBodyAcc_mean_X" "mean_of_fBodyAcc_mean_Y" "mean_of_fBodyAcc_mean_Z" "mean_of_fBodyAcc_std_X" "mean_of_fBodyAcc_std_Y" "mean_of_fBodyAcc_std_Z" "mean_of_fBodyBodyAccJerkMag_mean" "mean_of_fBodyBodyAccJerkMag_std" "mean_of_fBodyBodyGyroJerkMag_mean" "mean_of_fBodyBodyGyroJerkMag_std" "mean_of_fBodyBodyGyroMag_mean" "mean_of_fBodyBodyGyroMag_std" "mean_of_fBodyGyro_mean_X" "mean_of_fBodyGyro_mean_Y" "mean_of_fBodyGyro_mean_Z" "mean_of_fBodyGyro_std_X" "mean_of_fBodyGyro_std_Y" "mean_of_fBodyGyro_std_Z" "mean_of_tBodyAccJerkMag_mean" "mean_of_tBodyAccJerkMag_std" "mean_of_tBodyAccJerk_mean_X" "mean_of_tBodyAccJerk_mean_Y" "mean_of_tBodyAccJerk_mean_Z" "mean_of_tBodyAccJerk_std_X" "mean_of_tBodyAccJerk_std_Y" "mean_of_tBodyAccJerk_std_Z" "mean_of_tBodyAccMag_mean" "mean_of_tBodyAccMag_std" "mean_of_tBodyAcc_mean_X" "mean_of_tBodyAcc_mean_Y" "mean_of_tBodyAcc_mean_Z" "mean_of_tBodyAcc_std_X" "mean_of_tBodyAcc_std_Y" "mean_of_tBodyAcc_std_Z" "mean_of_tBodyGyroJerkMag_mean" "mean_of_tBodyGyroJerkMag_std" "mean_of_tBodyGyroJerk_mean_X" "mean_of_tBodyGyroJerk_mean_Y" "mean_of_tBodyGyroJerk_mean_Z" "mean_of_tBodyGyroJerk_std_X" "mean_of_tBodyGyroJerk_std_Y" "mean_of_tBodyGyroJerk_std_Z" "mean_of_tBodyGyroMag_mean" "mean_of_tBodyGyroMag_std" "mean_of_tBodyGyro_mean_X" "mean_of_tBodyGyro_mean_Y" "mean_of_tBodyGyro_mean_Z" "mean_of_tBodyGyro_std_X" "mean_of_tBodyGyro_std_Y" "mean_of_tBodyGyro_std_Z" "mean_of_tGravityAccMag_mean" "mean_of_tGravityAccMag_std" "mean_of_tGravityAcc_mean_X" "mean_of_tGravityAcc_mean_Y" "mean_of_tGravityAcc_mean_Z" "mean_of_tGravityAcc_std_X" "mean_of_tGravityAcc_std_Y" "mean_of_tGravityAcc_std_Z"
"22" "STANDING" -0.752907456420635 -0.728759289611111 -0.748921413309524 -0.756655218065079 -0.777280710663492 -0.776743763523809 -0.800274189565079 -0.804858994761905 -0.776600376238095 -0.771193686950794 -0.785068603501587 -0.78111563875873 -0.782539042880952 -0.767331928730635 -0.801090760587302 -0.797733952390476 -0.783200758412698 -0.780972612555556 -0.795084375384127 -0.799888725255556 -0.792060808809524 -0.798321184719048 -0.797190744614286 -0.799867062563492 -0.802516075460317 -0.80182964058254 -0.824575907953968 -0.819631320015873 -0.801353306274603 -0.813481649388889 -0.813705940793651 -0.814954929171429 -0.810136294679365 -0.813404641 -0.795750840408095 -0.793858384887302 -0.743387814457143 -0.736090226095238 -0.757404650989524 -0.774023205228571 -0.768871340915873 -0.782766893666667 -0.808978030874603 -0.775319962963492 -0.766801283741111 -0.763011485063492 -0.750822764444444 -0.742983059019524 -0.739923315333333 -0.756115249419048 -0.821407504793651 -0.801996850411111 -0.800103945604762 -0.777176519857143 -0.744826696457143 -0.738250847991905 -0.749040707755556 -0.76552500725873 -0.807229608666349 -0.822218646242857 -0.783429523473016 -0.767997682919048 -0.771147509926984 -0.766027443904762 -0.780989536809524 -0.801918532396825
"22" "WALKING" -0.130976185804348 -0.143541969171739 -0.140398212867391 -0.184944873717391 -0.160006656413043 -0.159427505345435 -0.205715553 -0.206433870286957 -0.165844182343478 -0.155865156071739 -0.167916539826087 -0.16416408603913 -0.16320359448913 -0.147431481426087 -0.223426037330435 -0.2345760225 -0.230204741302174 -0.20858830488913 -0.238526849182609 -0.238919142204348 -0.182080594513043 -0.204770299084783 -0.217115114093478 -0.215720987143478 -0.192502524326087 -0.202177200521739 -0.191092719217391 -0.198614634597826 -0.170774121484783 -0.201568549869565 -0.194153419108696 -0.197173614706522 -0.189086010652174 -0.170506496217391 -0.218163061056522 -0.209186864502174 -0.186894066338043 -0.232652553152174 -0.20542850021087 -0.188879987484783 -0.174653505434783 -0.177476811836957 -0.16124271523913 -0.211485726828261 -0.217634310902174 -0.247433371443478 -0.228309056291304 -0.237537322806522 -0.226618151854348 -0.228203039606522 -0.19705170945 -0.173252716434783 -0.173536621371739 -0.184910739663043 -0.193529426695652 -0.206423049130435 -0.207003689921739 -0.221077441 -0.193766338617239 -0.182773487915652 -0.197648848158696 -0.179106132908696 -0.164121498180435 -0.170493518860261 -0.167804443456522 -0.172915714934783
"22" "WALKING_DOWNSTAIRS" -0.273530168370833 -0.256542028536111 -0.231546790166667 -0.221923700972222 -0.224557500305556 -0.167017995305556 -0.104212878722222 -0.150974781169444 -0.243707874491667 -0.213733710611111 -0.157816823202778 -0.246190123433333 -0.251115538194444 -0.261821183188889 -0.103982376769444 -0.0789169589694444 -0.11578435375 -0.135373082916667 -0.153574117038889 -0.1199400907 -0.196859340614444 -0.189781228836111 -0.117264433719444 -0.111943797486111 -0.140604592297222 -0.103246069961111 -0.0613833591833333 -0.0936941669611111 -0.207715291333333 -0.199911315083333 -0.209088537892222 -0.181868141591667 -0.177533231079444 -0.2111943873 -0.105086169444444 -0.0882877914166667 -0.133578794247222 -0.145300303944444 -0.162302175886111 -0.170207477019444 -0.177983575261389 -0.250812486911111 -0.207313021161111 -0.147077609152778 -0.154431801211111 -0.162920214222222 -0.134971418286111 -0.0939549535 -0.129568587555556 -0.1133564805 -0.117943733 -0.145009522777778 -0.239324164527778 -0.208563227813889 -0.19660213115475 -0.195250645969444 -0.181850058271111 -0.138058746644444 -0.0820693576972222 -0.131031999328056 -0.246948881111111 -0.234416175277778 -0.212860966527778 -0.221649617234167 -0.216383883380556 -0.243548919822222
"22" "WALKING_UPSTAIRS" -0.173452269019048 -0.189690055745238 -0.1997481439 -0.192884394595238 -0.191465676452381 -0.230006435483333 -0.238739734857143 -0.259616541642857 -0.232281947295238 -0.196083072471429 -0.17955714102381 -0.16660722152381 -0.175314557997619 -0.186770334642857 -0.220006015766667 -0.237265827183333 -0.263264853510238 -0.271901729014286 -0.25766335925381 -0.19631804902381 -0.237534089309524 -0.233033780785714 -0.250207168785714 -0.243664992785714 -0.229342402666667 -0.228438710930952 -0.263282875140476 -0.266346046047619 -0.215454062642857 -0.234862001371905 -0.254196992317143 -0.249946656747619 -0.253301735928571 -0.210292801785714 -0.254262665214286 -0.243334784071429 -0.256305109242857 -0.242539609904762 -0.232653502785714 -0.249182581709524 -0.263585187509048 -0.206447418583333 -0.206297243228571 -0.216835207638095 -0.266387316855952 -0.268454276516667 -0.275096927623809 -0.246349318190476 -0.242892225254762 -0.263674865285714 -0.283941135469048 -0.246632490611905 -0.157876419778571 -0.174172455666667 -0.171230628525238 -0.219205013880952 -0.216444728642857 -0.252099051176667 -0.28490619647381 -0.283999000864286 -0.203688555047619 -0.22790743967619 -0.182524145733333 -0.197837763219048 -0.21256165435 -0.225543406011905
"23" "LAYING" -0.810159263625 -0.828074894777778 -0.825529398736111 -0.817626498569444 -0.802289587555556 -0.807077029941806 -0.7263419878375 -0.725392736570833 -0.737421463166667 -0.759959763431806 -0.784067858211111 -0.793483710852778 -0.794454739347222 -0.809362084736111 -0.742636017652778 -0.745675658027778 -0.768480651841667 -0.774609263472222 -0.755029426816667 -0.768482914168056 -0.811598694111111 -0.797755294736111 -0.791158599066667 -0.778986406505556 -0.756068597736111 -0.726904089015278 -0.776191793811111 -0.785062399413889 -0.742187423247222 -0.7396842037375 -0.739329883669444 -0.751757624495833 -0.752373045319444 -0.746317632204722 -0.7751866695 -0.783617206098611 -0.777148122236806 -0.792917564834722 -0.7798503673125 -0.791141269268056 -0.796563961061111 -0.787162669152778 -0.738213689043056 -0.742614795079167 -0.796143122468056 -0.804256956556944 -0.814150985581944 -0.817543208638889 -0.820690054105556 -0.806972696009861 -0.758792632172222 -0.744461387833333 -0.749086482254167 -0.748571836724167 -0.75981207605 -0.763330196278056 -0.774083689370833 -0.802471735344444 -0.777488086604167 -0.778635682291667 -0.783231911583333 -0.785997497666667 -0.789974425541667 -0.744437358123611 -0.744048360252778 -0.736922807118056
"23" "SITTING" -0.727880484677353 -0.731704444592206 -0.747718225270588 -0.769443698111765 -0.781145574923529 -0.785794306002941 -0.815089381323529 -0.791241104479412 -0.775388900527941 -0.781874284867647 -0.776018669355882 -0.772629409095588 -0.764595594416177 -0.7531408781675 -0.809881460088235 -0.796899328599559 -0.7815717419 -0.765560145426471 -0.795481531385882 -0.777495139248529 -0.7865108276 -0.762434093547059 -0.778107584336912 -0.799361341111765 -0.807240988220588 -0.823697654147059 -0.79718436005 -0.805949995011765 -0.808472632014706 -0.804073997279412 -0.803951707632353 -0.799509828676471 -0.803615025869603 -0.817297180083824 -0.794778593255294 -0.796612340529412 -0.745772018811029 -0.758270860794118 -0.764166711502941 -0.778040139369118 -0.773294980573529 -0.750711387422059 -0.794693258395588 -0.789983961145588 -0.76856787735 -0.743085491220588 -0.733868805647059 -0.747298980155882 -0.765439198294118 -0.783502544808824 -0.822738143947059 -0.8182544039 -0.790603529058824 -0.772470619241176 -0.783409906794118 -0.7737447405 -0.772533291465618 -0.768670164539706 -0.791148886344118 -0.791681131394118 -0.743381902485294 -0.754264865977941 -0.787502105294118 -0.823771967088235 -0.850275134852941 -0.83406642525
"23" "STANDING" -0.812349456870588 -0.809880912236765 -0.811581817369118 -0.801442300470588 -0.794309016080882 -0.787380054836765 -0.783431709085294 -0.792556470602941 -0.789038394102941 -0.787383558073529 -0.791461363186765 -0.811047598328235 -0.814783458954559 -0.804554075175 -0.787899993536765 -0.787898682729412 -0.790777423956912 -0.786779904493088 -0.789737995119118 -0.785564791976912 -0.781872071 -0.786924302133971 -0.784951963814706 -0.786828633545588 -0.787539003852941 -0.775489347338235 -0.770504551777941 -0.776052851119118 -0.769707815264706 -0.769581009895588 -0.769342760917647 -0.774753632845588 -0.775082529369118 -0.773818663013235 -0.785073567695588 -0.780582804022529 -0.821560025872794 -0.817259958514706 -0.815623393888235 -0.805033992188235 -0.801345025794118 -0.8008964726475 -0.776428371919118 -0.788385473441176 -0.802190458002941 -0.801667521591176 -0.790836236157353 -0.797358696132353 -0.797340598779412 -0.798632352582353 -0.771391931748529 -0.778441552798529 -0.797214914863235 -0.805747892483824 -0.796596493773529 -0.795112947632353 -0.788301285701471 -0.780022169402941 -0.778841116677206 -0.765403857720588 -0.794213776161765 -0.796357948867647 -0.782826596485294 -0.780621095617647 -0.766660366126471 -0.763175265
"23" "WALKING" -0.122250645476271 -0.0899085657966102 -0.0871058042355932 -0.103662504011864 -0.118233368994915 -0.105019403091186 -0.140403613254237 -0.175358166327119 -0.145382752133898 -0.158547153113559 -0.154333255 -0.10973046259322 -0.146908659815254 -0.149687102932203 -0.143272416050847 -0.167666495228814 -0.15618642959661 -0.142075575888136 -0.169162045525424 -0.122807141572881 -0.117609271677966 -0.140484324445763 -0.138011046006441 -0.134450593535593 -0.130333954825424 -0.150534410715254 -0.143154758008475 -0.106670263220339 -0.164250925578814 -0.186086579755932 -0.186927715169492 -0.158710926735593 -0.166315390397966 -0.17527295159322 -0.133835583159322 -0.130440181670847 -0.126932786394915 -0.141890760961017 -0.155454915325424 -0.149820695186441 -0.168094956288136 -0.172920048250847 -0.160966854157627 -0.156930739922034 -0.140623127178644 -0.155745503081356 -0.147693277961017 -0.178317493885746 -0.158443022642881 -0.146180270474576 -0.123136626870847 -0.157212545881356 -0.145008908813559 -0.169155188650339 -0.169963241661017 -0.177675374535254 -0.173339483118644 -0.159626531286949 -0.141341265977966 -0.151740650179169 -0.154556482959322 -0.166853814035593 -0.174249735273729 -0.176713041267797 -0.165623231544068 -0.144175155104915
"23" "WALKING_DOWNSTAIRS" -0.0503277971666667 -0.0309738459148148 -0.0423539508561111 -0.0701236783851852 -0.0621826846407407 -0.0556454598777778 -0.052382412462963 -0.0404291394259259 -0.0883241824148148 -0.0855887453018519 -0.0505338521666667 -0.0375335203407407 -0.0434186473148148 -0.0396630308944444 -0.03732147075 0.00758434203703703 -0.0208397579074074 -0.0327280080833333 -0.0354253882777778 -0.00927110512592593 -0.0849264355853704 -0.0689572591314815 -0.0776318205740741 -0.0194068099981481 -0.0158749540740741 -0.02058937071 -0.149880417668519 -0.120227489388889 -0.00993728437037037 -0.0110922166185185 -0.0165561514574074 -0.0684603712037037 -0.0412787858962963 -0.0560521695462963 -0.0412072965925926 -0.0732862705925926 -0.0285245293830556 -0.0583365829018518 -0.0309792049722222 -0.0576823393148148 -0.0348735324555556 -0.00116173120555556 -0.0650913491562963 -0.0774714177722222 -0.0092358311962963 -0.0488191023462963 -0.00859801279074074 -0.0151844838888889 -0.0247701360759259 -0.036774634 -0.113271571148148 -0.115811112594444 -0.0530867281407407 -0.0573098533703704 -0.0891233402203704 -0.0292339364111111 -0.0360582101851852 -0.0458946852462963 -0.0401165158333333 -0.0915315901333333 0.0163574763574074 0.0133189929533333 0.0262567292518519 0.00911576133333333 -0.0122660242777778 -0.00760626528333333
"23" "WALKING_UPSTAIRS" -0.337783830470588 -0.364364048537255 -0.306836091480392 -0.296823043039216 -0.283856040843137 -0.300691402235294 -0.308837571311765 -0.313992222631373 -0.268430934843137 -0.295448863098039 -0.313293727745098 -0.333941625232745 -0.341052090823529 -0.33742394535098 -0.348409851647059 -0.353694943794118 -0.351306665015686 -0.33215370022549 -0.319325240052941 -0.3313950338 -0.265331932164706 -0.294311754862745 -0.290425993313725 -0.292316719196078 -0.26706026814902 -0.309194436011765 -0.2572628589 -0.24299002154902 -0.327162808286275 -0.331467021770588 -0.30480108654902 -0.312130371615686 -0.314801930411765 -0.278739274 -0.344109119333333 -0.302521875568627 -0.352089642744118 -0.322479086684314 -0.309542284888235 -0.318097127632549 -0.303332974137255 -0.314667897468627 -0.282345298803922 -0.251966450903922 -0.347732820215686 -0.318980779078431 -0.340163112439216 -0.321042660627451 -0.355562150313726 -0.343408296384314 -0.244294256337255 -0.26178015807451 -0.31820322542549 -0.305838110888235 -0.291396380523529 -0.289951610358824 -0.30573072595098 -0.326610769862745 -0.303907415647059 -0.301036069672549 -0.324285711715686 -0.31007335372549 -0.307036797894118 -0.337684280490196 -0.333448691160392 -0.334475041784314
"24" "LAYING" -0.794940642344445 -0.791773470502083 -0.801297980875 -0.810942306083333 -0.807948130063889 -0.788275221986111 -0.785189169111111 -0.773632846430556 -0.799785664847222 -0.802519708652778 -0.799266905052778 -0.7903763333875 -0.779311539833333 -0.776791512555556 -0.774669410902778 -0.778687659027778 -0.764630944638889 -0.764957279130556 -0.780945186986111 -0.761137385472222 -0.768182750777778 -0.772464419390278 -0.771196220305556 -0.771242271847222 -0.781279545719444 -0.798494615361111 -0.780958393643056 -0.781265798969444 -0.761558617080556 -0.753459006572222 -0.759356036034722 -0.756234712005556 -0.762917226933333 -0.760104696725 -0.805828917456944 -0.785715400598194 -0.765368455524306 -0.780288338391667 -0.785539071083333 -0.761692912615278 -0.742622754245833 -0.745381502665278 -0.797257658013889 -0.801785060758333 -0.746668082086111 -0.744300188791667 -0.747820219818056 -0.760500053758333 -0.796540399031667 -0.801478914948611 -0.781300647186111 -0.777724605777778 -0.756345005505139 -0.768823929722222 -0.782356530644444 -0.777363390368611 -0.7820613504875 -0.757689316951806 -0.793222747125 -0.779099126694444 -0.740009140708333 -0.742624590845833 -0.7542519385625 -0.785602486369444 -0.764580739347222 -0.766656440498611
"24" "SITTING" -0.770412082827941 -0.773053796297647 -0.774666882073529 -0.765446913632353 -0.791226152610294 -0.80300257984075 -0.776260483331029 -0.793564751588235 -0.797279909838235 -0.795430063852941 -0.797886951764706 -0.792346515147059 -0.804882449714706 -0.791267800924706 -0.814264455191177 -0.814325722539706 -0.806029285067647 -0.796047199882353 -0.806322871169265 -0.810077208007353 -0.814189477173529 -0.798719342075 -0.784450424001471 -0.788333507861029 -0.770199104764706 -0.758262130586765 -0.811377253323529 -0.796436313507353 -0.801196023044118 -0.816664982352941 -0.813666804294118 -0.817489867982353 -0.804558000361765 -0.787510177485294 -0.764117166816176 -0.786779242191176 -0.782931798104412 -0.780413210064412 -0.796508120333088 -0.804492772772059 -0.828867185044118 -0.813605716182353 -0.768066758760294 -0.7860901556175 -0.823598905235294 -0.806139813470588 -0.783078699147059 -0.783232258886471 -0.786917344573529 -0.768109804977941 -0.781624458058824 -0.769272428264706 -0.776160880676471 -0.772087463513235 -0.7928110049615 -0.809658576101471 -0.808982837385294 -0.823364050823529 -0.802190887320588 -0.809620886689706 -0.793627969664706 -0.795391939117647 -0.798189842514706 -0.795299433479412 -0.794348915264706 -0.786711319444118
"24" "STANDING" -0.810661296943478 -0.813963778611594 -0.812298346304348 -0.802408328713043 -0.78317298673913 -0.771585193993449 -0.793175030944928 -0.790647547542029 -0.790702190144927 -0.795161120362319 -0.796590263108696 -0.801019813671014 -0.788032221650145 -0.801439397 -0.793752009101449 -0.789853982130435 -0.788678668233333 -0.801607565617391 -0.790945400942029 -0.775231027375362 -0.774678465884058 -0.786375725762319 -0.806726198382609 -0.786122055956522 -0.795531620128406 -0.797159067788406 -0.775017904144928 -0.797003573869565 -0.777557026962319 -0.779521650485507 -0.777892496913044 -0.775558100046377 -0.792467015207246 -0.795482693528985 -0.790010405913623 -0.774475454481159 -0.814979083397826 -0.819050156411594 -0.797057974884058 -0.787553375300725 -0.772195867782609 -0.789662493944927 -0.793636886623188 -0.79230407125942 -0.776689507333333 -0.782803108942029 -0.801178465246377 -0.803813392118841 -0.804976289542319 -0.807400056304348 -0.790342443684058 -0.794344500913044 -0.807280578289855 -0.804664653126971 -0.808783700043478 -0.780667795623188 -0.779199272347826 -0.76403236557971 -0.775276211582609 -0.773204280144927 -0.800735622105797 -0.777596461145783 -0.78515174065942 -0.781789706724638 -0.780296367517391 -0.773885038228985
"24" "WALKING" -0.402879186005172 -0.410642284839655 -0.411753990706897 -0.402099582534483 -0.421573330103448 -0.434264804724138 -0.409537676206897 -0.402553544344828 -0.407825027875862 -0.426927870968966 -0.414397743455172 -0.411535270551724 -0.410979400982759 -0.417163354396552 -0.411641852706897 -0.408727106275862 -0.418677058782759 -0.405389238396552 -0.402490968603448 -0.410864436668965 -0.406352942206897 -0.400842984232759 -0.410550053758621 -0.407043132637931 -0.410775259844828 -0.41648926337931 -0.402370419325862 -0.406802803108621 -0.404009250086207 -0.403030335224138 -0.384096206741379 -0.396118244327586 -0.400515202844828 -0.389960915517241 -0.3826790419 -0.404237479568965 -0.414947905603448 -0.424715403086207 -0.432422319017241 -0.413624013155172 -0.404145185310345 -0.41335898987931 -0.424769778896552 -0.398474533474138 -0.416640221344828 -0.425641363689655 -0.415963824982759 -0.406236954465517 -0.413854776891379 -0.3850576388 -0.404938220317241 -0.416354086155172 -0.407598723103448 -0.408310388487931 -0.406546489608621 -0.418931408617241 -0.408450539258621 -0.402047540106897 -0.408355708396552 -0.400891758101724 -0.400066370913793 -0.403278902155172 -0.402209494982759 -0.408599465896552 -0.397267525586207 -0.404475452682759
"24" "WALKING_DOWNSTAIRS" -0.282542032810909 -0.2584593662 -0.2757106036 -0.278625717036364 -0.2707107975 -0.28563834792 -0.269968035583636 -0.270137684472727 -0.306731234154545 -0.293817039490909 -0.295895842818182 -0.281757475749091 -0.292352386327273 -0.312222685458182 -0.27738828592 -0.294403840796364 -0.303433350050909 -0.287213531349091 -0.29377230898 -0.300601198072727 -0.299786023145455 -0.272305204054545 -0.240888924938182 -0.246101275751818 -0.262029738936364 -0.260428093534545 -0.275141994334545 -0.269911177454545 -0.270931909367273 -0.290270776703818 -0.284096975254545 -0.275100284309091 -0.255019760814545 -0.23543589782 -0.254972787227273 -0.269271344054545 -0.26944621454 -0.26893451328 -0.280994139290909 -0.282221126072727 -0.290195345418182 -0.279155698618182 -0.281929415927273 -0.282321566039091 -0.224966221236364 -0.249091472236364 -0.25450282564 -0.255062235367273 -0.258228362084182 -0.279176206550909 -0.265319510654545 -0.268642353652727 -0.230752640192727 -0.251427136383636 -0.235181494472727 -0.236332467187273 -0.2633450748 -0.235951358289091 -0.300816114454545 -0.281927042269091 -0.271345865618182 -0.278108278854545 -0.291779711781818 -0.278959738116727 -0.278099989929091 -0.244247424109091
"24" "WALKING_UPSTAIRS" -0.392267243745763 -0.37884009220339 -0.385291199915254 -0.414595258457627 -0.417528335067797 -0.425395425542373 -0.412788307525424 -0.39173605779661 -0.376652226864407 -0.390837864966102 -0.40706018450339 -0.385855787576271 -0.376710012881356 -0.384987687067797 -0.416137020355932 -0.406924007508475 -0.412375483267797 -0.395372523498305 -0.373077356559322 -0.394458019355932 -0.431187117440678 -0.42365593840678 -0.423305696542373 -0.43088856889678 -0.43662046479661 -0.418662680711864 -0.406122905169492 -0.41250671249661 -0.423828028255932 -0.428392487659322 -0.419918418474576 -0.408166047152542 -0.425455035033898 -0.418809281705085 -0.398822034084746 -0.422584718910169 -0.395024463105932 -0.389426899220339 -0.385625469508475 -0.407019209677966 -0.425254271915254 -0.410127101101695 -0.396820226694915 -0.400914926694915 -0.443298201394915 -0.423042951794915 -0.40092850679661 -0.390585830525424 -0.378564386948475 -0.391235813676271 -0.400373845898305 -0.422850618601695 -0.421573979740678 -0.407915549066102 -0.413094213152542 -0.392506518274576 -0.410470896762712 -0.43086358240678 -0.407297666271186 -0.402955154067797 -0.406460706542373 -0.424395151964407 -0.406420975335593 -0.406142046830508 -0.441750228847458 -0.424468546338983
"25" "LAYING" -0.686398925309589 -0.651662060410959 -0.651626144520548 -0.64326186460274 -0.63861430039726 -0.655172854863014 -0.693784696123288 -0.710598699082192 -0.703046803876712 -0.737320179383562 -0.720072805582192 -0.712930588835616 -0.713215088356164 -0.741710139520548 -0.748355968630137 -0.72754391860411 -0.707331353164384 -0.682730713726027 -0.705933663369863 -0.716507705849315 -0.67340662059726 -0.691214752972603 -0.690247539821918 -0.695567246386986 -0.703965357939726 -0.696964878493151 -0.728668656452055 -0.736785183664384 -0.709329720246575 -0.719246725808219 -0.70967897539726 -0.710896897672192 -0.696204120172603 -0.699859226712329 -0.679672380986301 -0.702223222189041 -0.650884745892466 -0.630736322961644 -0.593329776793151 -0.597928204035616 -0.624718019265753 -0.653385706760274 -0.743745845564384 -0.716269567561644 -0.722270325806849 -0.712292510573973 -0.710506859153425 -0.675584710232877 -0.670787822161644 -0.655389842616438 -0.728348838068493 -0.733262513164384 -0.671708842287671 -0.693550966486301 -0.723787525849315 -0.712140719019178 -0.705063764808219 -0.731318293683562 -0.707302490712329 -0.739876663273973 -0.629997456552055 -0.638423684287671 -0.655812326534247 -0.647239004890411 -0.652684353708219 -0.686919432671233
"25" "SITTING" -0.797298830693846 -0.833696913069231 -0.854976624584615 -0.8622579947 -0.842445964452308 -0.848038713041538 -0.788980597784615 -0.781537318224615 -0.753571855392308 -0.756369417023077 -0.758686910513846 -0.755463676424615 -0.750067106032308 -0.764948264955385 -0.762218862752308 -0.759238477949231 -0.754922595744615 -0.770784666192308 -0.759929530726154 -0.7453622704 -0.839577762723077 -0.838195229246154 -0.826785306667692 -0.82734300338 -0.813487407653846 -0.795740846066154 -0.778167067956923 -0.777008162867692 -0.795866731692308 -0.780665462446154 -0.771183855876923 -0.760010722235385 -0.742616286190769 -0.727317963112769 -0.828938857384615 -0.831262580661538 -0.796224042466154 -0.835705370590769 -0.826624570406154 -0.826058901703077 -0.833057553466154 -0.819838557046154 -0.746560941852308 -0.755914613353846 -0.782319581115385 -0.781023708503077 -0.783946661752308 -0.826924495541538 -0.854452674138461 -0.8373436414 -0.767941668310769 -0.743635283292308 -0.725111669835385 -0.735241500448154 -0.769148814828615 -0.779033913401538 -0.767370119291385 -0.780550512370769 -0.822590842066154 -0.78304763042 -0.799346792035385 -0.825097779569231 -0.8456679084 -0.83730752318 -0.823795181736923 -0.814561925495385
"25" "STANDING" -0.779045876486486 -0.77270800161973 -0.766720514554054 -0.763748233845946 -0.762892951995946 -0.756491107702703 -0.815292422904054 -0.824766549927027 -0.830254857351351 -0.815361155405405 -0.805063596243243 -0.790546673067568 -0.800054793378378 -0.790208331635135 -0.822341928768243 -0.816048336457986 -0.810547498708108 -0.810548081625 -0.810910342883784 -0.805943478972973 -0.775023911002703 -0.783990341074324 -0.782972261018919 -0.785209991552703 -0.796939557439189 -0.814381049354459 -0.820590451691892 -0.80512631246473 -0.804384274000541 -0.822240107018919 -0.822696155867568 -0.829603984040541 -0.830471980248378 -0.834846009040541 -0.773966029459459 -0.771663729471622 -0.790035459487568 -0.783420117956757 -0.777689356145946 -0.769254108940541 -0.770090358367568 -0.780126639310811 -0.831673043756757 -0.820702788472973 -0.784568400066216 -0.784152384722973 -0.772300888026081 -0.759025837378378 -0.756516440989189 -0.751423262122973 -0.816726614486487 -0.821077650432432 -0.836091255125676 -0.823158232286486 -0.815397061440541 -0.810390661528378 -0.803298598708108 -0.786099033567568 -0.788887100310811 -0.803267881621622 -0.782123957337838 -0.766586189189189 -0.767921127282432 -0.784273808194595 -0.780983005270676 -0.798871720108108
"25" "WALKING" -0.451324645443243 -0.466705679821622 -0.454353668202703 -0.460784663243243 -0.462182477459459 -0.471131870243243 -0.452035203080405 -0.480983796864865 -0.454111646013514 -0.46169049097027 -0.466319579491892 -0.454905937766216 -0.445444456986486 -0.443957075837838 -0.466166294905405 -0.447258392758108 -0.448578591094595 -0.446198602959459 -0.453197428004054 -0.45244582112027 -0.466954545045946 -0.460743798135135 -0.461412165615811 -0.459052818459459 -0.451072212093243 -0.452377838810811 -0.460726813062162 -0.466521168148649 -0.465382748837838 -0.458771890873378 -0.462888213864865 -0.469811481925676 -0.466376441060811 -0.476762208875676 -0.480154041624865 -0.487215820022973 -0.454632527966216 -0.440324761667568 -0.435061386760811 -0.439615686405405 -0.456742712472973 -0.453910062378378 -0.463371695391892 -0.468474529108108 -0.462988438460811 -0.467442202810811 -0.465193567698649 -0.459772643764865 -0.474102430618919 -0.497916686114865 -0.469731587486486 -0.470686578837838 -0.482659911189189 -0.475482946081081 -0.447892498391892 -0.447456235047297 -0.456266451740541 -0.46863523747 -0.489198800297297 -0.473237950405405 -0.458998930237838 -0.469058758283784 -0.464444870490541 -0.480275128472973 -0.460447773878378 -0.464370614648649
